Title,Character,Manually Added Aliases,Gender,Race/Ethnicity,Annotator Notes,Source,,,
salvage the bones - ward,Big Henry,,M,Black,"""'You don’t know what them white people got up in that house. They could have a gun,' Big Henry says."" Other characters in the book are African American, and Big Henry is considered part of their community",book,,,
aristotle and dante discover the secrets of the universe - saenz,I,Aristotle Mendoza,M,Latino/a/x,"""Set in El Paso, Texas in 1987, the novel follows two Mexican-American teenagers, Aristotle ""Ari"" Mendoza and Dante Quintana, their friendship, and their struggles with racial and ethnic identity, sexuality, and family relationships.""",Wikipedia,,,
aristotle and dante discover the secrets of the universe - saenz,Dante,,M,Latino/a/x,"""Set in El Paso, Texas in 1987, the novel follows two Mexican-American teenagers, Aristotle ""Ari"" Mendoza and Dante Quintana, their friendship, and their struggles with racial and ethnic identity, sexuality, and family relationships.""",Wikipedia,,,
aristotle and dante discover the secrets of the universe - saenz,my mom,,F,Latino/a/x,mother of Latino/a/x character,Wikipedia,,,
aristotle and dante discover the secrets of the universe - saenz,my mother,,F,Latino/a/x,mother of Latino/a/x character,Wikipedia,,,
secret garden - burnett,Mary,,F,White,"""At the turn of the 20th century, Mary Lennox is a neglected and unloved 10-year-old girl, born in British India to wealthy British parents who never wanted her and made an effort to ignore her. She is cared for primarily by native servants, who allow her to become spoilt, demanding and self-centred""",wikipedia,,,
secret garden - burnett,Colin,,M,White,"cousin to Mary, who is a British girl in colonized India",book,,,
secret garden - burnett,Dickon,,M,White,"""Dickon's curious blue eyes grew rounder and rounder.""",book,,,
secret garden - burnett,Ben Weatherstaff,,M,White (unmarked),"no description, gardener to British family in India",book,,,
secret garden - burnett,Martha,,F,White (unmarked),"no description, Martha Sowerby is maid to British family in India",book,,,
secret garden - burnett,Master Colin,,M,White,"cousin to Mary, who is a British girl in colonized India",book,,,
fine balance - mistry,Dina,,F,Asian,"""Set in ""an unidentified city"" in India, initially in 1975 and later in 1984 during the turmoil of The Emergency,[2] the book focuses on four characters from varied backgrounds – Dina Dalal, Ishvar Darji, his nephew Omprakash Darji, and the young student Maneck Kohlah – who come together and develop a bond.""",Wikipedia,,,
fine balance - mistry,Maneck,,M,Asian,"""Maneck was born in a mountain town in the Kashmir Valley to loving parents, Mr and Mrs Kohlah. Maneck is drawn to the natural scenery of his homeland, straddled between the Himalayas.""",Wikipedia,,,
fine balance - mistry,Ishvar,,M,Asian,"""Ishvar and Omprakash's family is part of the Chamaar caste, who traditionally cured leather and were considered untouchable.""",Wikipedia,,,
fine balance - mistry,Om,,M,Asian,"""Ishvar and Omprakash's family is part of the Chamaar caste, who traditionally cured leather and were considered untouchable.""",Wikipedia,,,
panther baby - joseph,I,Jamal Joseph,M,"Black, Latino/a/x","""His parents, who never married, were both Afro-Cuban""",Wikipedia,,,
panther baby - joseph,Noonie,,F,Black,"""Noonie Baltimore, a petite yet strong elderly black woman""",book,,,
free life a novel - jin,Nan,,M,Asian,"""In A Free Life , Ha Jin follows the Wu family — father Nan, mother Pingping, and son Taotao — as they sever their ties with China in the aftermath of the 1989 massacre at Tiananmen Square and begin a new life in the United States.""",Goodreads,,,
free life a novel - jin,Pingping,,F,Asian,"""In A Free Life , Ha Jin follows the Wu family — father Nan, mother Pingping, and son Taotao — as they sever their ties with China in the aftermath of the 1989 massacre at Tiananmen Square and begin a new life in the United States.""",Goodreads,,,
americanah - adichie,Ifemelu,,F,Black,"""Americanah is about Ifemelu and Obinze who, as teenagers in a Lagos secondary school, fall in love."" Book takes place in Nigeria",Wikipedia,,,
americanah - adichie,Obinze,,M,Black,"""Americanah is about Ifemelu and Obinze who, as teenagers in a Lagos secondary school, fall in love."" Book takes place in Nigeria",Wikipedia,,,
americanah - adichie,Aunty Uju,,F,Black,"""Ifemelu's father’s cousin. She acts as Ifemelu's older sister. She starts a relationship with the General, and gives birth to a son, Dike. After the General dies, Uju moves to America, where she struggles to continue the medical training she began in Nigeria.""",Wikipedia,,,
american pastoral - roth,the Swede,,M,White,"""Seymour ""Swede"" Levov, a successful Jewish American businessman""",Wikipedia,,,
american pastoral - roth,Dawn,,F,White,"""A shiksa. Dawn Dwyer. He’d done it.""",Wikipedia,,,
american pastoral - roth,Merry,,F,White,daughter of two Jewish-American characters,Wikipedia,,,
american pastoral - roth,I,Nathan Zuckerman,M,White,alter ego of Jewish author with Ukrainian ancestry,Wikipedia,,,
american pastoral - roth,Jerry,,M,White,"""Zuckerman and Seymour's younger brother, Jerry—who grows into a curmudgeonly, irascible heart surgeon with little empathy for the Swede—are schoolmates and close friends. """,Wikipedia,,,
heart of darkness - conrad,I,Marlow,M,White,"Marlow is a ""steamer captain for a Belgian company in the African interior. The novel is widely regarded as a critique of European colonial rule in Africa""",Wikipedia,,,
heart of darkness - conrad,Kurtz,,M,White,"""All Europe contributed to the making of Kurtz"" novel focuses on European colonialism in Africa",book,,,
heart of darkness - conrad,the manager,,M,White,"manager in ""a Belgian company in the African interior. The novel is widely regarded as a critique of European colonial rule in Africa""",Wikipedia,,,
house on mango street - cisneros,I,Esperanza Cordero,F,Latino/a/x,"""it tells the story of Esperanza Cordero, a 12-year-old Chicana girl growing up in the Hispanic quarter of Chicago""",wikipedia,,,
house on mango street - cisneros,Sally,,F,Latino/a/x,"""The house is in the center of a crowded Latino neighborhood in Chicago, a city where many of the poor areas are racially segregated. Esperanza does not have any privacy, and she resolves that she will someday leave Mango Street and have a house all her own."" ""By the novel's end, Sally has become yet another woman on Mango Street who spends her life looking out of her window at a world that is no longer available to her.""",SparkNotes,,,
house on mango street - cisneros,Nenny,,F,Latino/a/x,Esperanza's youngest sister,wikipedia,,,
home to harlem - mckay,Jake,,M,Black,"""Jake was tall, brawny, and black""",book,,,
home to harlem - mckay,Zeddy,,M,Black,"""Zeddy’s wife, after deceiving him with white men, had run away from him to live an easier life."" Zeddy was with Jake, a black character, in the army in World War I, when soldiers were segregated",book,,,
home to harlem - mckay,Ray,,M,Black,"""Ray felt that as he was conscious of being black and impotent, so, correspondingly, each marine down in Hayti must be conscious of being white and powerful.""",book,,,
home to harlem - mckay,Rose,,F,Black,"""Rose, the Congo entertainer"" The Congo is ""African in spirit and color.""",book,,,
home to harlem - mckay,Susy,,F,"Black, White","Susy was wonderfully created. She was of the complexion known among Negroes as spade or chocolate-to-the-bone. The burning passion of Susy’s life was the yellow youth of her race.... Civilization had brought strikingly exotic types into Susy's race. And like many, many Negroes, she was a victim of that... Susy's life of yellow complexity... ","book, https://en.wikipedia.org/wiki/High_yellow",,,
fist stick knife gun - canada,I,Geoffrey Canada,M,Black,"""The problem with gang violence is that it is rarely explored in a personal fashion, and from the perspective of the black male as a victim of his society. Fist Stick Knife Gun is... an excellent personal story and has a nice flowing narrative; it is nice to see an autobiography that also works as an actual story. """,Wikipedia,,,
farewell to arms - hemingway,I,Frederic Henry,M,White (unmarked),"""An American serving in the Italian Army as an officer directing ambulance drivers."" Set during World War I",Wikipedia,,,
farewell to arms - hemingway,Catherine,,F,White,"""I saw her white back as she took off her night-gown and then I looked away because she wanted me to."" English nurse",book,,,
farewell to arms - hemingway,Rinaldi,,M,White,"""His thin face was white. The line of his hair was very black against the white of his forehead."" book takes place during World War I, Europe",book,,,
emma - austen,Emma,,F,White,"""As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England"" otherwise not marked",book,,,
emma - austen,Harriet,,F,White,"""As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England"" otherwise not marked",book,,,
emma - austen,Mr. Knightley,,M,White,"""As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England"" otherwise not marked",book,,,
emma - austen,Jane,,F,White,"""As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England"" otherwise not marked",book,,,
emma - austen,Frank Churchill,,M,White,"""As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England"" otherwise not marked",book,,,
emma - austen,Mr. Elton,,M,White,"""As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England"" otherwise not marked",book,,,
emma - austen,Mrs. Weston,,F,White,"""As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian–Regency England"" otherwise not marked",book,,,
stranger - camus,I,Meursault ,M,White (unmarked),"""Meursault, an indifferent settler in French Algeria, who, weeks after his mother's funeral, kills an unnamed Arab man in Algiers.""",Wikipedia,,,
stranger - camus,Raymond,,M,White (unmarked),"""Raymond Sintès is a neighbour of Meursault who beats his Arab mistress."" set in French Algeria, ""None of the Arabs in The Stranger are named, reflecting the distance between the French colonists and native people.""",Wikipedia,,,
stranger - camus,Marie,,F,White,"Marie is a former secretary of the main character, who is a French settler. ""None of the Arabs in The Stranger are named, reflecting the distance between the French colonists and native people.""",Wikipedia,,,
madame bovary - flaubert,Emma,,F,White,"""he watched the sunlight sinking into the down on her fair cheek"" French novel published in 1857",book,,,
madame bovary - flaubert,Charles,,M,White (unmarked),"no description, French novel published in 1857",book,,,
madame bovary - flaubert,Madame Bovary,,F,White,"a novel by French writer Gustave Flaubert, published in 1856, illustrations depict a white woman",Wikipedia,,,
madame bovary - flaubert,Leon,,M,White (unmarked),"no description, French novel published in 1857",book,,,
madame bovary - flaubert,Rodolphe,,M,White (unmarked),"no description, French novel published in 1857",book,,,
sound of things falling - vasquez,I,Antonio Yammara,M,Latino/a/x,Colombian novel whose setting is its Colombia's capital city. Main character is a professor from there.,book,,,
sound of things falling - vasquez,Ricardo,,M,Latino/a/x,"Colombian novel whose setting is its Colombia's capital city, Ricardo is involved in the Colombian drug trade",book,,,
sound of things falling - vasquez,Elaine,,F,White ,"Ricardo's American wife, ""Elaine found familiar, too familiar. Her colleagues, at this stage of training, were white, in their twenties, as was she.""",book,,,
sound of things falling - vasquez,Maya,,F,"Latino/a/x, White ","Colombian novel whose setting is its Colombia's capital city. Maya's mother is American, implicitly white",book,,,
sound of things falling - vasquez,Aura,,F,Latino/a/x,Colombian novel whose setting is its Colombia's capital city. A student in Antonia's class at his Colombian university.,book,,,
as i lay dying - faulkner,I,,N/A,N/A,N/A,N/A,,,
as i lay dying - faulkner,Jewel,,M,White,"One of Addie Bundren's children from an affair with a local minister, also described to have ""pale eyes"". ""the poor white Mississippi farming family""","book, https://semo.edu/faulkner-studies/teaching-faulkner/bundrens-fifteen-ways.html",,,
as i lay dying - faulkner,Cash,,M,White,"One of the Bundren children ""the poor white Mississippi farming family""",https://semo.edu/faulkner-studies/teaching-faulkner/bundrens-fifteen-ways.html,,,
as i lay dying - faulkner,pa,,M,White,"the father of the Bundren children ""the poor white Mississippi farming family""",https://semo.edu/faulkner-studies/teaching-faulkner/bundrens-fifteen-ways.html,,,
as i lay dying - faulkner,Anse,,M,White,"the father of the Bundren children ""the poor white Mississippi farming family""",https://semo.edu/faulkner-studies/teaching-faulkner/bundrens-fifteen-ways.html,,,
as i lay dying - faulkner,Dari,Darl,M,White,"One of the Bundren children ""the poor white Mississippi farming family""",https://semo.edu/faulkner-studies/teaching-faulkner/bundrens-fifteen-ways.html,,,
as i lay dying - faulkner,Dewey Dell,,F,White,"One of the Bundren children ""the poor white Mississippi farming family""",https://semo.edu/faulkner-studies/teaching-faulkner/bundrens-fifteen-ways.html,,,
as i lay dying - faulkner,Cora,,F,White (unmarked),"Cora Tull, Vernon's wife. No mention of race; book written in 1930. Stays with Addie Bundren when she is dying, and Addie is white",book,,,
as i lay dying - faulkner,Mr Tull,Vernon,M,White (unmarked),"Vernon Tull, Cora's husband. no mention of race; book written in 1930 about their friends the Bundrens, a white family",book,,,
as i lay dying - faulkner,Vardaman,,M,White,"The youngest Bundren child ""the poor white Mississippi farming family""",https://semo.edu/faulkner-studies/teaching-faulkner/bundrens-fifteen-ways.html,,,
brief wondrous life of oscar wao - diaz,I,,N/A,N/A,N/A,N/A,,,
brief wondrous life of oscar wao - diaz,Oscar,,M,Latino/a/x,"""an overweight Dominican boy""",wikipedia,,,
brief wondrous life of oscar wao - diaz,Beli,,F,Latino/a/x,"""his mother, Hypatia Belicia Cabral;""",wikipedia,,,
brief wondrous life of oscar wao - diaz,Abelard,,M,Latino/a/x,"""and his grandfather, Abelard.""",wikipedia,,,
brief wondrous life of oscar wao - diaz,La Inca,,F,Latino/a/x,"""Oscar and Lola go to Santo Domingo, the capital of the DR. La Inca, their great aunt,""",LitCharts,,,
hate u give - thomas,I,Starr,F,Black,"""he book is narrated by Starr Carter, a 16-year-old African-American girl""",wikipedia,,,
hate u give - thomas,Daddy,,M,Black,parent of narrator,book,,,
hate u give - thomas,Momma,,F,Black,parent of narrator,book,,,
hate u give - thomas,Khalil,,M,Black,"""The officer instructs Khalil, who is black""",wikipedia,,,
hate u give - thomas,Chris,,M,White,"""Keeping the secret from her white boyfriend Chris""",wikipedia,,,
hate u give - thomas,Seven,,M,Black,"sibling of narrator: ""Starr and her older half-brother Seven""",wikipedia,,,
no ashes in the fire - moore,I,Darnell L. Moore,M,Black,"""No Ashes in the Fire follows Moore's early life, growing up black and queer, """,Wikipedia,,,
blind assassin - atwood,I,Iris Chase Griffen,F,White (unmarked),"""Her long hair is blonde, as mine was then - pale, white almost, as if the red undertones had been washed away""",book,,,
blind assassin - atwood,Laura,,F,White (unmarked),"""Her long hair is blonde, as mine was then - pale, white almost, as if the red undertones had been washed away"" this excerpt describes Laura",book,,,
blind assassin - atwood,Reenie,,F,White (unmarked),"no mention of race found, character described to have dark hair ",book,,,
blind assassin - atwood,Richard,,M,White (unmarked),"1930-1940s, Toronto businessman, no mention of race",book,,,
blind assassin - atwood,Winifred,,F,White (unmarked),"Richard's sister, Iris's sister-in-law",Wikipedia,,,
inheritance of loss - desai,Sai,,F,"Asian, MENA","""Sai is an orphan living in mountainous Kalimpong with her maternal grandfather Jemubhai Patel, the cook, and a dog named Mutt. Her mother was a Gujarati and her father a Zoroastrian orphan himself."" ",Wikipedia,,,
inheritance of loss - desai,Biju,,M,Asian,"""Biju is an Indian living in the United States illegally, son of a cook who works for Sai's grandfather.",Wikipedia,,,
inheritance of loss - desai,the judge,,M,Asian,"""Through critical portrayal of Sai's grandfather, the retired judge, Desai comments upon leading Indians who were considered too anglicised and forgetful of traditional ways of Indian life.""",Wikipedia,,,
inheritance of loss - desai,Gyan,,M,Asian,"""Sai’s twenty-year-old Nepali math tutor""",LitCharts,,,
inheritance of loss - desai,the cook,,M,Asian,"""Biju is an Indian living in the United States illegally, son of a cook who works for Sai's grandfather.",Wikipedia,,,
absalom absalom - faulkner,I,,N/A,N/A,N/A,N/A,,,
absalom absalom - faulkner,Henry,,M,White,"child to Sutpen and Ellen. Sutpen is explicitly white, book takes place around American Civil War time period",wikipedia,,,
absalom absalom - faulkner,Sutpen,,M,White,"""a white man born into poverty in western Virginia who moves to Mississippi with the dual aims of gaining wealth and becoming a powerful family patriarch.""",wikipedia,,,
absalom absalom - faulkner,Bon,,M,"White, Black","""Sutpen had worked on a plantation in the French West Indies as overseer and, after subduing a slave uprising, was offered the hand of the plantation owner's daughter, Eulalia Bon. They had a son, Charles. Sutpen did not know that Eulalia was of mixed race until after the marriage and birth of Charles..."" Sutpen is white, and ""this resolution changes, however, when Sutpen reveals to Henry that Charles is part black.""",wikipedia,,,
absalom absalom - faulkner,Quentin,,M,White (unmarked),his grandather was a Confederate soldier and he goes to Harvard during American Civil War period,wikipedia,,,
absalom absalom - faulkner,Grandfather,,M,White,"""Quentin's grandfather and Thomas Sutpen's first friend in Yoknapatawpha County. A Brigadier General for the Confederacy during the Civil War, and a distinguished citizen of Jefferson, Mississippi""",LitCharts,,,
absalom absalom - faulkner,Judith,,F,White,"child to Sutpen and Ellen. Sutpen is explicitly white, book takes place around American Civil War time period",wikipedia,,,
reservation blues - alexie,Chess,,M,Native/Indigenous,"A Flathead Indian from Arlee, Montana",LitCharts,,,
reservation blues - alexie,Thomas,,M,Native/Indigenous,"Thomas is a Spokane Indian, and the reservation’s unofficial storyteller.",LitCharts,,,
reservation blues - alexie,Victor,,M,Native/Indigenous,A Spokane Indian ,LitCharts,,,
reservation blues - alexie,Junior,,M,Native/Indigenous,A Spokane Indian ,LitCharts,,,
reservation blues - alexie,I,,N/A,N/A,N/A,N/A,,,
reservation blues - alexie,Father Arnold,,M,White (unmarked),"""Perhaps it was because he had spent most of his life surrounded by white people and had grown used to their features."" justaxposed against native characters on the reservation",book,,,
reservation blues - alexie,Big Mom,,F,Native/Indigenous,"A heavily mythologized woman who lives on Wellpinit Mountain, watching over the Spokane tribe.",LitCharts,,,
immortal life of henrietta lacks - skloot,Deborah,,F,Black,"daughter of Henrietta, played by Oprah in adaptation",Wikipedia,,,
immortal life of henrietta lacks - skloot,Henrietta,,F,Black,"""an African-American woman whose cancer cells are the source of the HeLa cell line, the first immortalized human cell line""",Wikipedia,,,
immortal life of henrietta lacks - skloot,I,Rebecca Skloot,F,White,"""[her] roots [are] half New York Jew and half Midwestern Protestant[her] roots [are] half New York Jew and half Midwestern Protestant""",Wikipedia,,,
born a crime - noah,I,Trevor Noah,M,"Black, White","As the mixed-race son of a white Swiss-German father and a black Xhosa mother,",wikipedia,,,
born a crime - noah,my mom,,F,Black,"a black Xhosa mother,",wikipedia,,,
born a crime - noah,Abel,,M,Black,"""As a black person back then, if you wanted to live in the suburbs you’d have to find a white family renting out their servants’ quarters or sometimes their garage, which was what Abel had done. He lived in a neighborhood called Orange Grove in a white family’s garage, which he’d turned into a cottage-type thing with a hot plate and a bed.""",book,,,
born a crime - noah,my mother,,F,Black,"""Noah's parents were a white Swiss-German father and a black Xhosa mother; at the time of Trevor Noah's birth in 1984, their interracial relationship was illegal under the Immorality Act""",wikipedia,,,
handmaid s tale - atwood,I,Offred,F,White,"""Down past the fisheye on the hall wall, I can see my white shape, of tented body, hair down my back like a mane, my eyes gleaming."" White actress in tv adaptation",book,,,
handmaid s tale - atwood,the Commander,,M,White,"""His manner is mild, his hands large, with thick fingers and acquisitive thumbs, his blue eyes uncommunicative"" White in tv adaptation",book,,,
handmaid s tale - atwood,Moira,,F,White (unmarked),"""“Moira,” I say, just as low. “Dark hair, freckles.”"" otherwise unmarked",book,,,
handmaid s tale - atwood,Serena Joy,,F,White,"""thought I recognized her; or at least there was something familiar about her. A little of her hair was showing, from under her veil. It was still blond. I thought then that maybe she bleached it, that hair dye was something else she could get through the black market, but I know now that it really is blond.""",book,,,
tale of two cities - dickens,Mr. Lorry,,M,White,"works in upper managment in a bank in 1775, portrayed as white in illustrations","book, Wikipedia",,,
tale of two cities - dickens,Defarge,,M,White,portrayed by white actors in adaptations,wikipedia,,,
tale of two cities - dickens,Carton,,M,White,Englishman,book,,,
tale of two cities - dickens,Darnay,,M,White,Frenchman ,book,,,
undocumented americans - villavicencio,I,Karla Cornejo Villavicencio,F,Latino/a/x,"""If you ask my mother where she’s from, she’s 100 percent going to say she’s from the Kingdom of God, because she does not like to say that she’s from Ecuador, Ecuador being one of the few South American countries that has not especially outdone itself on the international stage""",book,,,
undocumented americans - villavicencio,my father,,M,Latino/a/x,"""If you ask my father where he is from, he will definitely say Ecuador because he is sentimental about the country for reasons he’s working out in therapy.""",book,,,
color of water - mcbride,I,James McBride,M,"Black, White","""In The Color of Water author James McBride writes both his autobiography and a tribute to the life of his mother, Ruth Zylska, a white woman who married Andrew Dennis McBride, a black man from North Carolina.""",Wikipedia,,,
color of water - mcbride,Mommy,,F,White,"""The son of a black minister and a woman who would not admit she was white, James McBride grew up in 'orchestrated chaos' with his eleven siblings in the poor, all-black projects of Red Hook, Brooklyn."" ""'Mommy,' a fiercely protective woman with 'dark eyes full of pep and fire,' herded her brood to Manhattan's free cultural events, sent them off on buses to the best (and mainly Jewish) schools""",Goodreads,,,
beloved - morrison,Sethe,,F,Black,"""Beloved begins in 1873 in Cincinnati, Ohio, with Sethe, a formerly enslaved woman, and her 18-year-old daughter, Denver, who live at 124 Bluestone Road.""",Wikipedia,,,
beloved - morrison,Paul D,,M,Black,"""One day, Paul D, one of the enslaved men from Sweet Home, the plantation where Sethe, Halle, Baby Suggs, and several others were once enslaved, arrives at Sethe's home""",Wikipedia,,,
beloved - morrison,Denver,,F,Black,"""Beloved begins in 1873 in Cincinnati, Ohio, with Sethe, a formerly enslaved woman, and her 18-year-old daughter, Denver, who live at 124 Bluestone Road.""",Wikipedia,,,
beloved - morrison,I,,N/A,N/A,N/A,N/A,,,
beloved - morrison,Beloved,,F,Black,"""Morrison stated that the character Beloved is the daughter Sethe killed.""",Wikipedia,,,
beloved - morrison,Stamp,,M,Black,"""Stamp Paid is a former slave who sees his freedom as a blank slate""",Sparknotes,,,
beloved - morrison,Baby Suggs,,F,Black,"""Baby Suggs is Sethe's mother-in-law. Her son Halle worked to buy her freedom, after which she travels to Cincinnati and establishes herself as a respected leader in the community, preaching for the Black people to love themselves because other people will not.""",Wikipedia,,,
57 bus - slater,Richard,,M,Black,"""Richard, a black teen,""",goodreads,,,
57 bus - slater,Sasha,,agender,White,"""Sasha, a white teen""",goodreads,,,
57 bus - slater,Jasmine,,F,Black,Richards mother,goodreads,,,
57 bus - slater,I,,N/A,N/A,N/A,N/A,,,
other - guterson,I,Neil Countryman,M,White,"""Neil Countryman is blue-collar Irish.""",Goodreads,,,
other - guterson,John William,,M,White,"""Clearly, though, he was a blue-blood."" had White ancestry that founded Seattle",book,,,
other - guterson,Jamie,,F,White,"""lightening her hair with lemon juice, thinking this would make her look like a Californian, and that was the suggestion of Jamie’s hair, too,"" otherwise unmarked",book,,,
other - guterson,Rand,,M,White (unmarked),"father of John William, otherwise unmarked",book,,,
human being died that night - gobodo-madikizela,de Kock,,M,White,"""He also recounted how their father, a member of the Afrikaner Broederbond, indoctrinated the boys in Afrikaner nationalist ideology and taught them ""strict Afrikaans"" as they grew up""",Wikipedia,,,
human being died that night - gobodo-madikizela,I,Pumla Gobodo-Madikizela,F,Black,"""Gobodo-Madikizela was born in Langa Township, the oldest residential area for Black Africans in Cape Town. The eldest daughter of William Wilberforce Tukela and Nobantu Herman-Gilda Gobodo, she was given the names Pumla Phillipa by her parents. Influenced by the Black Consciousness Movement, which she joined during her high school days, she dropped her English middle name, and formalised the name change later in her adulthood.""",Wikipedia,,,
scarlet letter - hawthorne,Hester,,F,White (unmarked),"no racialized description in book, ""Set in the Puritan Massachusetts Bay Colony during the years 1642 to 1649""",Wikipedia,,,
scarlet letter - hawthorne,Pearl,,F,White,"""We have spoken of Pearl's rich and luxuriant beauty; a beauty that shone with deep and vivid tints; a bright complexion, eyes possessing intensity both of depth and glow, and hair already of a deep, glossy brown, and which, in after years, would be nearly akin to black."" Puritan Massachusetts Bay Colony, 1642-1649",book,,,
scarlet letter - hawthorne,the minister,,M,White (unmarked),"no racialized description in book, ""Set in the Puritan Massachusetts Bay Colony during the years 1642 to 1649""",book,,,
scarlet letter - hawthorne,Mr. Dimmesdale,,M,White (unmarked),"no racialized description in book, ""Set in the Puritan Massachusetts Bay Colony during the years 1642 to 1649""",book,,,
scarlet letter - hawthorne,I,unnamed,M,White (unmarked),"""This old town of Salem—my native place, though I have dwelt much away from it, both in boyhood and maturer years—possesses"" The narrator also seems to imply they are from the same white Puritan community as the other characters",N/A,,,
jumped in - flores-scott,I,Sam,M,White (unmarked),"""We all have a summer’s worth of tan in those pictures. I feel like I’ve been pasty pale ever since."" otherwise no racialized description, juxtaposed against Hispanic secondary character",book,,,
jumped in - flores-scott,Luis,,M,Latino/a/x,"""A Mexican gangster"" ""Between here and Cassidy’s, I gotta pass through Cholo Corner. It’s where all the Latino boys from Mr. Bell’s English Language Learner class hang out. ... I scan the place for Luis, but I don’t see him anywhere.""",book,,,
jumped in - flores-scott,Cassidy,,F,Black,"""She pulls her frizzy black hair into a bunch, grabs a rubber band from between her teeth and ties the whole tangle into a bouncing pouf."" Similar to the other teacher Ms. Nguyen, the race of Ms. Cassidy does not seem to be explicit but instead implied. ",book,,,
jumped in - flores-scott,Sam,,M,White (unmarked),"""We all have a summer’s worth of tan in those pictures. I feel like I’ve been pasty pale ever since."" ",book,,,
latehomecomer - yang,I,Kao Kalia Yang,F,Asian,"""When she was six years old, Yang’s family immigrated to America"" from Laos",goodreads,,,
latehomecomer - yang,Grandma,,F,Asian,The narrator's grandmother. The family is Hmong (book's title),book,,,
latehomecomer - yang,my mother,,F,Asian,The narrator's mother. The famiy is Hmong (book's title),book,,,
latehomecomer - yang,my father,,M,Asian,The narrator's father. The famiy is Hmong (book's title),book,,,
latehomecomer - yang,Dawb,,F,Asian,"""Dawb is Kao’s older sister; she’s born while Chue and Youa are being held captive by Pathet Lao soldiers."" Kao is the narrator of this Hmong family memoir",LitCharts,,,
east of eden - steinbeck,Adam,,M,White (unmarked),"no description found in book. ""The story is primarily set in the Salinas Valley, California, between the beginning of the twentieth century and the end of World War I. The first fourteen chapters, set in Connecticut and Massachusetts, go as far back as the American Civil War and serve as backstory for Adam Trask, his brother Charles, their father Cyrus, and Cathy Ames."" ",Wikipedia,,,
east of eden - steinbeck,Lee,,M,Asian,"""His Chinese-American servant, Lee""",Wikipedia,,,
east of eden - steinbeck,Cal,,M,White (unmarked),"""Adam's sons, Caleb (""Cal"") and Aaron (""Aron"")""",Wikipedia,,,
east of eden - steinbeck,Samuel,,M,White,"""His eyes were very blue, and when he was tired one of them wandered outward a little. He was a big man but delicate in a way""",book,,,
east of eden - steinbeck,Kate,Cathy,F,White (unmarked),"""Adam – newly wed with newly inherited wealth from his late father – arrives in California and settles with his pregnant wife Cathy in the Salinas Valley."" otherwise unmarked ",Wikipedia,,,
east of eden - steinbeck,Aron,,M,White (unmarked),"""Adam's sons, Caleb (""Cal"") and Aaron (""Aron"")""",Wikipedia,,,
sense and sensibility - austen,Elinor,,F,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
sense and sensibility - austen,Marianne,,F,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
sense and sensibility - austen,Edward,,M,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
sense and sensibility - austen,Willoughby,,M,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
sense and sensibility - austen,Lucy,,F,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
sense and sensibility - austen,Mrs. Jennings,,F,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
sense and sensibility - austen,Mrs. Dashwood,,F,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
sense and sensibility - austen,Colonel Brandon,,M,White,"""The novel is set in South West England, London, and Sussex, probably between 1792 and 1797"" Illustrations feature white-appearing characters",wikipedia,,,
we the animals - torres,I,unnamed,M,"Latino/a/x, White","""three wild brothers of white and Puerto Rican parentage who live a rough and tumble childhood in rural upstate New York during the 1980s""",Wikipedia,,,
we the animals - torres,Paps,,M,Latino/a/x,"""'This is your heritage,' he said, as if from this dance we could know about his own childhood... as if Puerto Rico was a man in a bathrobe""",book,,,
we the animals - torres,Ma,,F,White,"""except it was Ma we were studying, her black tangled hair, her shut eyes, and her bloated jowl."" Ma and Paps' children are described as having white and Puerto Rican parentage, and the father is Puerto Rican",book,,,
we the animals - torres,Manny,,M,"Latino/a/x, White","""three wild brothers of white and Puerto Rican parentage who live a rough and tumble childhood in rural upstate New York during the 1980s",Wikipedia,,,
we the animals - torres,Joel,,M,"Latino/a/x, White","""three wild brothers of white and Puerto Rican parentage who live a rough and tumble childhood in rural upstate New York during the 1980s",Wikipedia,,,
